time,G(i)_East,G(i)_South,G(i)_West,Tot_Production [W/m2]
20190125:1110,359.5,494.22,331.02,419.74
20190125:1210,241.45,256.14,238.63,248.08999999999997
20190125:1310,286.69,471.91,394.34,406.2125
20190125:1410,105.62,100.94,104.15,102.9125
20190125:1510,33.83,31.22,32.29,32.14
20190125:1610,0.0,0.0,0.0,0.0
20190125:1710,0.0,0.0,0.0,0.0
20190125:1810,0.0,0.0,0.0,0.0
20190125:1910,0.0,0.0,0.0,0.0
20190125:2010,0.0,0.0,0.0,0.0
20190125:2110,0.0,0.0,0.0,0.0
20190125:2210,0.0,0.0,0.0,0.0
20190125:2310,0.0,0.0,0.0,0.0
20190126:0010,0.0,0.0,0.0,0.0
20190126:0110,0.0,0.0,0.0,0.0
20190126:0210,0.0,0.0,0.0,0.0
20190126:0310,0.0,0.0,0.0,0.0
20190126:0410,0.0,0.0,0.0,0.0
20190126:0510,0.0,0.0,0.0,0.0
20190126:0610,0.0,0.0,0.0,0.0
20190126:0710,179.72,363.9,21.87,232.3475
20190126:0810,305.16,531.55,77.45,361.4275
20190126:0910,409.98,690.61,143.99,483.7975
20190126:1010,499.83,875.27,298.81,637.295
20190126:1110,496.31,885.96,434.19,675.605
20190126:1210,430.94,790.07,504.99,629.0175
20190126:1310,339.07,700.65,549.49,572.4649999999999
20190126:1410,198.1,497.28,494.63,421.8225
20190126:1510,61.13,187.49,248.12,171.0575
20190126:1610,0.0,0.0,0.0,0.0
20190126:1710,0.0,0.0,0.0,0.0
20190126:1810,0.0,0.0,0.0,0.0
20190126:1910,0.0,0.0,0.0,0.0
20190126:2010,0.0,0.0,0.0,0.0
20190126:2110,0.0,0.0,0.0,0.0
20190126:2210,0.0,0.0,0.0,0.0
20190126:2310,0.0,0.0,0.0,0.0
20190127:0010,0.0,0.0,0.0,0.0
20190127:0110,0.0,0.0,0.0,0.0
20190127:0210,0.0,0.0,0.0,0.0
20190127:0310,0.0,0.0,0.0,0.0
20190127:0410,0.0,0.0,0.0,0.0
20190127:0510,0.0,0.0,0.0,0.0
20190127:0610,0.0,0.0,0.0,0.0
20190127:0710,145.88,275.86,32.8,182.60000000000002
20190127:0810,163.62,199.9,112.08,168.875
20190127:0910,242.76,289.55,180.71,250.6425
20190127:1010,182.57,173.6,172.11,175.47
20190127:1110,126.38,116.62,120.61,120.0575
20190127:1210,110.46,101.93,105.42,104.935
20190127:1310,49.76,45.91,47.49,47.2675
20190127:1410,28.86,26.63,27.54,27.415
20190127:1510,17.91,16.53,17.09,17.015
20190127:1610,0.0,0.0,0.0,0.0
20190127:1710,0.0,0.0,0.0,0.0
20190127:1810,0.0,0.0,0.0,0.0
20190127:1910,0.0,0.0,0.0,0.0
20190127:2010,0.0,0.0,0.0,0.0
20190127:2110,0.0,0.0,0.0,0.0
20190127:2210,0.0,0.0,0.0,0.0
20190127:2310,0.0,0.0,0.0,0.0
20190128:0010,0.0,0.0,0.0,0.0
20190128:0110,0.0,0.0,0.0,0.0
20190128:0210,0.0,0.0,0.0,0.0
20190128:0310,0.0,0.0,0.0,0.0
20190128:0410,0.0,0.0,0.0,0.0
20190128:0510,0.0,0.0,0.0,0.0
20190128:0610,0.0,0.0,0.0,0.0
20190128:0710,17.91,16.53,16.4,16.8425
20190128:0810,137.12,149.37,107.52,135.845
20190128:0910,143.8,135.43,135.07,137.4325
20190128:1010,129.36,119.38,123.46,122.895
20190128:1110,268.02,285.38,252.77,272.8875
20190128:1210,288.35,339.83,293.32,315.3325
20190128:1310,191.17,195.08,193.39,193.68
20190128:1410,105.07,98.6,101.88,101.0375
20190128:1510,62.9,71.11,79.14,71.065
20190128:1610,0.0,0.0,0.0,0.0
20190128:1710,0.0,0.0,0.0,0.0
20190128:1810,0.0,0.0,0.0,0.0
20190128:1910,0.0,0.0,0.0,0.0
20190128:2010,0.0,0.0,0.0,0.0
20190128:2110,0.0,0.0,0.0,0.0
20190128:2210,0.0,0.0,0.0,0.0
20190128:2310,0.0,0.0,0.0,0.0
20190129:0010,0.0,0.0,0.0,0.0
20190129:0110,0.0,0.0,0.0,0.0
20190129:0210,0.0,0.0,0.0,0.0
20190129:0310,0.0,0.0,0.0,0.0
20190129:0410,0.0,0.0,0.0,0.0
20190129:0510,0.0,0.0,0.0,0.0
20190129:0610,0.0,0.0,0.0,0.0
20190129:0710,112.31,184.17,44.65,131.325
20190129:0810,215.0,298.77,117.55,232.52249999999998
20190129:0910,319.24,444.71,185.81,348.6175
20190129:1010,442.23,694.49,300.0,532.8025
20190129:1110,515.61,909.1,449.27,695.77
20190129:1210,459.8,851.08,539.53,675.3725
20190129:1310,360.29,743.39,584.95,608.005
20190129:1410,210.54,502.84,504.2,430.105
20190129:1510,73.94,159.74,204.97,149.5975
20190129:1610,0.0,0.0,0.0,0.0
20190129:1710,0.0,0.0,0.0,0.0
20190129:1810,0.0,0.0,0.0,0.0
20190129:1910,0.0,0.0,0.0,0.0
20190129:2010,0.0,0.0,0.0,0.0
20190129:2110,0.0,0.0,0.0,0.0
20190129:2210,0.0,0.0,0.0,0.0
20190129:2310,0.0,0.0,0.0,0.0
20190130:0010,0.0,0.0,0.0,0.0
20190130:0110,0.0,0.0,0.0,0.0
20190130:0210,0.0,0.0,0.0,0.0
20190130:0310,0.0,0.0,0.0,0.0
20190130:0410,0.0,0.0,0.0,0.0
20190130:0510,0.0,0.0,0.0,0.0
20190130:0610,0.0,0.0,0.0,0.0
20190130:0710,75.31,101.25,45.56,80.8425
20190130:0810,124.42,128.16,102.97,120.9275
20190130:0910,346.93,510.79,178.18,386.6725
20190130:1010,314.95,382.22,262.21,335.4
20190130:1110,218.02,211.05,207.22,211.835
20190130:1210,140.31,129.48,133.91,133.29500000000002
20190130:1310,151.84,142.77,146.47,145.9625
20190130:1410,64.68,59.69,61.73,61.4475
20190130:1510,69.19,81.3,91.82,80.9025
20190130:1610,0.0,0.0,0.0,0.0
20190130:1710,0.0,0.0,0.0,0.0
20190130:1810,0.0,0.0,0.0,0.0
20190130:1910,0.0,0.0,0.0,0.0
20190130:2010,0.0,0.0,0.0,0.0
20190130:2110,0.0,0.0,0.0,0.0
20190130:2210,0.0,0.0,0.0,0.0
20190130:2310,0.0,0.0,0.0,0.0
20190131:0010,0.0,0.0,0.0,0.0
20190131:0110,0.0,0.0,0.0,0.0
20190131:0210,0.0,0.0,0.0,0.0
20190131:0310,0.0,0.0,0.0,0.0
20190131:0410,0.0,0.0,0.0,0.0
20190131:0510,0.0,0.0,0.0,0.0
20190131:0610,0.0,0.0,0.0,0.0
20190131:0710,99.99,151.19,47.38,112.4375
20190131:0810,127.38,130.69,105.7,123.615
20190131:0910,208.2,219.89,176.38,206.08999999999997
20190131:1010,293.79,337.75,252.22,305.3775
20190131:1110,345.4,431.79,320.18,382.28999999999996
20190131:1210,318.1,396.47,328.88,359.98
20190131:1310,89.56,82.65,85.47,85.08250000000001
20190131:1410,71.65,66.12,68.38,68.0675
20190131:1510,28.86,26.63,27.54,27.415
20190131:1610,0.0,0.0,0.0,0.0
20190131:1710,0.0,0.0,0.0,0.0
20190131:1810,0.0,0.0,0.0,0.0
20190131:1910,0.0,0.0,0.0,0.0
20190131:2010,0.0,0.0,0.0,0.0
20190131:2110,0.0,0.0,0.0,0.0
20190131:2210,0.0,0.0,0.0,0.0
20190131:2310,0.0,0.0,0.0,0.0
20190201:0010,0.0,0.0,0.0,0.0
20190201:0110,0.0,0.0,0.0,0.0
20190201:0210,0.0,0.0,0.0,0.0
20190201:0310,0.0,0.0,0.0,0.0
20190201:0410,0.0,0.0,0.0,0.0
20190201:0510,0.0,0.0,0.0,0.0
20190201:0610,0.0,0.0,0.0,0.0
20190201:0710,7.96,7.35,7.29,7.4875
20190201:0810,43.78,40.4,40.09,41.167500000000004
20190201:0910,125.38,115.7,119.66,119.11
20190201:1010,115.43,106.52,110.17,109.66
20190201:1110,91.55,84.48,87.37,86.97
20190201:1210,70.65,65.2,67.43,67.12
20190201:1310,69.66,64.28,66.48,66.175
20190201:1410,96.53,89.07,92.12,91.69749999999999
20190201:1510,24.88,22.96,23.74,23.634999999999998
20190201:1610,0.0,0.0,0.0,0.0
20190201:1710,0.0,0.0,0.0,0.0
20190201:1810,0.0,0.0,0.0,0.0
20190201:1910,0.0,0.0,0.0,0.0
20190201:2010,0.0,0.0,0.0,0.0
20190201:2110,0.0,0.0,0.0,0.0
20190201:2210,0.0,0.0,0.0,0.0
20190201:2310,0.0,0.0,0.0,0.0
20190202:0010,0.0,0.0,0.0,0.0
20190202:0110,0.0,0.0,0.0,0.0
20190202:0210,0.0,0.0,0.0,0.0
20190202:0310,0.0,0.0,0.0,0.0
20190202:0410,0.0,0.0,0.0,0.0
20190202:0510,0.0,0.0,0.0,0.0
20190202:0610,0.0,0.0,0.0,0.0
20190202:0710,25.87,23.88,23.69,24.33
20190202:0810,92.01,86.4,82.92,86.9325
20190202:0910,69.66,64.28,66.48,66.175
20190202:1010,90.56,83.56,86.42,86.025
20190202:1110,170.17,158.16,162.3,162.1975
20190202:1210,105.48,97.34,100.67,100.20750000000001
20190202:1310,109.46,101.01,104.47,103.98750000000001
20190202:1410,36.82,33.98,35.14,34.980000000000004
20190202:1510,73.73,86.32,97.87,86.06
20190202:1610,0.0,0.0,0.0,0.0
20190202:1710,0.0,0.0,0.0,0.0
20190202:1810,0.0,0.0,0.0,0.0
20190202:1910,0.0,0.0,0.0,0.0
20190202:2010,0.0,0.0,0.0,0.0
20190202:2110,0.0,0.0,0.0,0.0
20190202:2210,0.0,0.0,0.0,0.0
20190202:2310,0.0,0.0,0.0,0.0
20190203:0010,0.0,0.0,0.0,0.0
20190203:0110,0.0,0.0,0.0,0.0
20190203:0210,0.0,0.0,0.0,0.0
20190203:0310,0.0,0.0,0.0,0.0
20190203:0410,0.0,0.0,0.0,0.0
20190203:0510,0.0,0.0,0.0,0.0
20190203:0610,0.0,0.0,0.0,0.0
20190203:0710,149.17,249.59,46.47,173.70499999999998
20190203:0810,185.62,224.32,124.84,189.775
20190203:0910,149.75,140.69,140.83,142.99
20190203:1010,390.66,533.65,297.38,438.835
20190203:1110,135.34,124.89,129.16,128.57
20190203:1210,283.98,312.55,283.45,298.13250000000005
20190203:1310,70.65,65.2,67.43,67.12
20190203:1410,27.86,25.71,26.59,26.4675
20190203:1510,29.85,27.55,28.49,28.36
20190203:1610,0.0,0.0,0.0,0.0
20190203:1710,0.0,0.0,0.0,0.0
20190203:1810,0.0,0.0,0.0,0.0
20190203:1910,0.0,0.0,0.0,0.0
20190203:2010,0.0,0.0,0.0,0.0
20190203:2110,0.0,0.0,0.0,0.0
20190203:2210,0.0,0.0,0.0,0.0
20190203:2310,0.0,0.0,0.0,0.0
20190204:0010,0.0,0.0,0.0,0.0
20190204:0110,0.0,0.0,0.0,0.0
20190204:0210,0.0,0.0,0.0,0.0
20190204:0310,0.0,0.0,0.0,0.0
20190204:0410,0.0,0.0,0.0,0.0
20190204:0510,0.0,0.0,0.0,0.0
20190204:0610,0.0,0.0,0.0,0.0
20190204:0710,140.46,226.57,49.21,160.7025
20190204:0810,260.4,378.99,116.64,283.755
20190204:0910,266.07,314.72,196.72,273.0575
20190204:1010,417.32,596.21,304.88,478.65500000000003
20190204:1110,383.68,502.54,352.74,435.375
20190204:1210,195.7,185.24,187.9,188.52
20190204:1310,208.85,212.36,211.1,211.16750000000002
20190204:1410,129.83,125.73,129.87,127.79000000000002
20190204:1510,67.06,66.08,70.41,67.4075
20190204:1610,0.0,0.0,0.0,0.0
20190204:1710,0.0,0.0,0.0,0.0
20190204:1810,0.0,0.0,0.0,0.0
20190204:1910,0.0,0.0,0.0,0.0
20190204:2010,0.0,0.0,0.0,0.0
20190204:2110,0.0,0.0,0.0,0.0
20190204:2210,0.0,0.0,0.0,0.0
20190204:2310,0.0,0.0,0.0,0.0
20190205:0010,0.0,0.0,0.0,0.0
20190205:0110,0.0,0.0,0.0,0.0
20190205:0210,0.0,0.0,0.0,0.0
20190205:0310,0.0,0.0,0.0,0.0
20190205:0410,0.0,0.0,0.0,0.0
20190205:0510,0.0,0.0,0.0,0.0
20190205:0610,0.0,0.0,0.0,0.0
20190205:0710,184.66,321.6,39.18,216.76000000000002
20190205:0810,364.12,609.77,66.52,412.54499999999996
20190205:0910,495.08,827.99,147.3,574.59
20190205:1010,565.98,960.17,330.25,704.1424999999999
20190205:1110,555.99,958.96,478.93,738.21
20190205:1210,511.98,938.84,596.96,746.655
20190205:1310,393.96,782.96,628.4,647.0699999999999
20190205:1410,239.17,546.67,560.52,473.25749999999994
20190205:1510,78.94,312.6,445.55,287.4225
20190205:1610,0.0,0.0,0.0,0.0
20190205:1710,0.0,0.0,0.0,0.0
20190205:1810,0.0,0.0,0.0,0.0
20190205:1910,0.0,0.0,0.0,0.0
20190205:2010,0.0,0.0,0.0,0.0
20190205:2110,0.0,0.0,0.0,0.0
20190205:2210,0.0,0.0,0.0,0.0
20190205:2310,0.0,0.0,0.0,0.0
20190206:0010,0.0,0.0,0.0,0.0
20190206:0110,0.0,0.0,0.0,0.0
20190206:0210,0.0,0.0,0.0,0.0
20190206:0310,0.0,0.0,0.0,0.0
20190206:0410,0.0,0.0,0.0,0.0
20190206:0510,0.0,0.0,0.0,0.0
20190206:0610,0.0,0.0,0.0,0.0
20190206:0710,207.41,364.56,36.45,243.245
20190206:0810,378.77,632.26,65.61,427.225
20190206:0910,496.11,817.01,157.93,572.015
20190206:1010,568.02,949.39,338.37,701.2925
20190206:1110,587.99,1021.79,502.83,783.5999999999999
20190206:1210,526.16,959.03,612.29,764.1274999999999
20190206:1310,403.12,788.92,636.83,654.4475
20190206:1410,246.44,547.15,562.8,475.885
20190206:1510,84.02,317.79,453.85,293.3625
20190206:1610,0.0,0.0,0.0,0.0
20190206:1710,0.0,0.0,0.0,0.0
20190206:1810,0.0,0.0,0.0,0.0
20190206:1910,0.0,0.0,0.0,0.0
20190206:2010,0.0,0.0,0.0,0.0
20190206:2110,0.0,0.0,0.0,0.0
20190206:2210,0.0,0.0,0.0,0.0
20190206:2310,0.0,0.0,0.0,0.0
20190207:0010,0.0,0.0,0.0,0.0
20190207:0110,0.0,0.0,0.0,0.0
20190207:0210,0.0,0.0,0.0,0.0
20190207:0310,0.0,0.0,0.0,0.0
20190207:0410,0.0,0.0,0.0,0.0
20190207:0510,0.0,0.0,0.0,0.0
20190207:0610,0.0,0.0,0.0,0.0
20190207:0710,206.36,355.77,40.09,239.4975
20190207:0810,385.79,639.46,66.52,432.8075
20190207:0910,519.14,860.16,155.29,598.6875
20190207:1010,585.73,980.51,344.85,722.9
20190207:1110,581.06,993.58,499.62,766.96
20190207:1210,521.07,932.04,603.26,747.1025
20190207:1310,412.83,807.42,653.1,670.1925
20190207:1410,253.81,567.98,586.58,494.08750000000003
20190207:1510,86.82,336.0,484.27,310.7725
20190207:1610,0.0,0.0,0.0,0.0
20190207:1710,0.0,0.0,0.0,0.0
20190207:1810,0.0,0.0,0.0,0.0
20190207:1910,0.0,0.0,0.0,0.0
20190207:2010,0.0,0.0,0.0,0.0
20190207:2110,0.0,0.0,0.0,0.0
20190207:2210,0.0,0.0,0.0,0.0
20190207:2310,0.0,0.0,0.0,0.0
20190208:0010,0.0,0.0,0.0,0.0
20190208:0110,0.0,0.0,0.0,0.0
20190208:0210,0.0,0.0,0.0,0.0
20190208:0310,0.0,0.0,0.0,0.0
20190208:0410,0.0,0.0,0.0,0.0
20190208:0510,0.0,0.0,0.0,0.0
20190208:0610,0.0,0.0,0.0,0.0
20190208:0710,104.31,137.35,59.23,109.56
20190208:0810,164.61,177.78,126.66,161.70749999999998
20190208:0910,518.61,854.01,156.81,595.86
20190208:1010,570.62,941.74,342.33,699.1075000000001
20190208:1110,564.07,946.57,487.9,736.2775
20190208:1210,500.1,866.2,573.72,701.5550000000001
20190208:1310,402.57,764.6,624.32,639.0225
20190208:1410,254.79,562.84,583.46,490.9825
20190208:1510,92.45,310.82,444.15,289.56
20190208:1610,0.0,0.0,0.0,0.0
20190208:1710,0.0,0.0,0.0,0.0
20190208:1810,0.0,0.0,0.0,0.0
20190208:1910,0.0,0.0,0.0,0.0
20190208:2010,0.0,0.0,0.0,0.0
20190208:2110,0.0,0.0,0.0,0.0
20190208:2210,0.0,0.0,0.0,0.0
20190208:2310,0.0,0.0,0.0,0.0
20190209:0010,0.0,0.0,0.0,0.0
20190209:0110,0.0,0.0,0.0,0.0
20190209:0210,0.0,0.0,0.0,0.0
20190209:0310,0.0,0.0,0.0,0.0
20190209:0410,0.0,0.0,0.0,0.0
20190209:0510,0.0,0.0,0.0,0.0
20190209:0610,0.0,0.0,0.0,0.0
20190209:0710,117.25,158.62,61.96,124.11250000000001
20190209:0810,377.69,609.11,77.45,418.34000000000003
20190209:0910,503.08,810.55,168.64,573.2049999999999
20190209:1010,577.91,948.71,347.37,705.675
20190209:1110,581.07,978.04,500.5,759.4125
20190209:1210,520.41,911.5,598.92,735.5825
20190209:1310,405.82,758.59,623.19,636.5475
20190209:1410,253.84,521.48,541.77,459.64250000000004
20190209:1510,100.33,275.15,385.47,259.025
20190209:1610,8.92,7.74,8.2,8.149999999999999
20190209:1710,0.0,0.0,0.0,0.0
20190209:1810,0.0,0.0,0.0,0.0
20190209:1910,0.0,0.0,0.0,0.0
20190209:2010,0.0,0.0,0.0,0.0
20190209:2110,0.0,0.0,0.0,0.0
20190209:2210,0.0,0.0,0.0,0.0
20190209:2310,0.0,0.0,0.0,0.0
20190210:0010,0.0,0.0,0.0,0.0
20190210:0110,0.0,0.0,0.0,0.0
20190210:0210,0.0,0.0,0.0,0.0
20190210:0310,0.0,0.0,0.0,0.0
20190210:0410,0.0,0.0,0.0,0.0
20190210:0510,0.0,0.0,0.0,0.0
20190210:0610,0.0,0.0,0.0,0.0
20190210:0710,91.06,108.17,61.05,92.11250000000001
20190210:0810,224.94,280.31,136.68,230.56
20190210:0910,365.92,494.35,212.78,391.85
20190210:1010,432.4,592.89,322.99,485.2925
20190210:1110,377.43,459.37,349.41,411.395
20190210:1210,355.18,436.78,366.34,398.77
20190210:1310,338.02,495.69,436.17,441.39250000000004
20190210:1410,187.82,215.36,223.11,210.41250000000002
20190210:1510,106.54,190.32,248.37,183.8875
20190210:1610,11.89,10.33,10.93,10.870000000000001
20190210:1710,0.0,0.0,0.0,0.0
20190210:1810,0.0,0.0,0.0,0.0
20190210:1910,0.0,0.0,0.0,0.0
20190210:2010,0.0,0.0,0.0,0.0
20190210:2110,0.0,0.0,0.0,0.0
20190210:2210,0.0,0.0,0.0,0.0
20190210:2310,0.0,0.0,0.0,0.0
20190211:0010,0.0,0.0,0.0,0.0
20190211:0110,0.0,0.0,0.0,0.0
20190211:0210,0.0,0.0,0.0,0.0
20190211:0310,0.0,0.0,0.0,0.0
20190211:0410,0.0,0.0,0.0,0.0
20190211:0510,0.0,0.0,0.0,0.0
20190211:0610,0.0,0.0,0.0,0.0
20190211:0710,139.21,195.07,64.7,148.5125
20190211:0810,414.37,672.15,59.23,454.475
20190211:0910,446.66,665.13,200.76,494.42
20190211:1010,168.17,155.19,160.5,159.7625
20190211:1110,550.99,878.74,483.06,697.8824999999999
20190211:1210,49.76,45.91,47.49,47.2675
20190211:1310,108.47,100.09,103.52,103.0425
20190211:1410,63.69,58.77,60.78,60.5025
20190211:1510,92.97,102.01,114.8,102.94749999999999
20190211:1610,4.95,4.3,4.56,4.5275
20190211:1710,0.0,0.0,0.0,0.0
20190211:1810,0.0,0.0,0.0,0.0
20190211:1910,0.0,0.0,0.0,0.0
20190211:2010,0.0,0.0,0.0,0.0
20190211:2110,0.0,0.0,0.0,0.0
20190211:2210,0.0,0.0,0.0,0.0
20190211:2310,0.0,0.0,0.0,0.0
20190212:0010,0.0,0.0,0.0,0.0
20190212:0110,0.0,0.0,0.0,0.0
20190212:0210,0.0,0.0,0.0,0.0
20190212:0310,0.0,0.0,0.0,0.0
20190212:0410,0.0,0.0,0.0,0.0
20190212:0510,0.0,0.0,0.0,0.0
20190212:0610,0.0,0.0,0.0,0.0
20190212:0710,233.41,383.1,43.74,260.8375
20190212:0810,409.76,652.51,73.81,447.1475
20190212:0910,534.82,850.28,180.37,603.9375
20190212:1010,581.86,924.35,362.79,698.3375000000001
20190212:1110,603.05,994.51,520.4,778.1175
20190212:1210,530.91,897.63,605.27,732.8599999999999
20190212:1310,441.87,829.99,685.56,696.8525
20190212:1410,280.26,595.38,627.1,524.53
20190212:1510,106.93,357.02,524.98,336.4875
20190212:1610,17.83,15.49,16.4,16.3025
20190212:1710,0.0,0.0,0.0,0.0
20190212:1810,0.0,0.0,0.0,0.0
20190212:1910,0.0,0.0,0.0,0.0
20190212:2010,0.0,0.0,0.0,0.0
20190212:2110,0.0,0.0,0.0,0.0
20190212:2210,0.0,0.0,0.0,0.0
20190212:2310,0.0,0.0,0.0,0.0
20190213:0010,0.0,0.0,0.0,0.0
20190213:0110,0.0,0.0,0.0,0.0
20190213:0210,0.0,0.0,0.0,0.0
20190213:0310,0.0,0.0,0.0,0.0
20190213:0410,0.0,0.0,0.0,0.0
20190213:0510,0.0,0.0,0.0,0.0
20190213:0610,0.0,0.0,0.0,0.0
20190213:0710,238.61,388.15,43.74,264.6625
20190213:0810,408.23,644.19,74.72,442.83250000000004
20190213:0910,532.76,840.64,182.97,599.2525
20190213:1010,598.82,956.83,366.83,719.8275000000001
20190213:1110,608.0,1000.46,523.73,783.1625
20190213:1210,537.88,911.25,613.69,743.5175
20190213:1310,435.14,798.95,665.22,674.565
20190213:1410,283.12,598.68,633.43,528.4775
20190213:1510,110.45,345.03,506.7,326.8025
20190213:1610,18.82,16.35,17.31,17.2075
20190213:1710,0.0,0.0,0.0,0.0
20190213:1810,0.0,0.0,0.0,0.0
20190213:1910,0.0,0.0,0.0,0.0
20190213:2010,0.0,0.0,0.0,0.0
20190213:2110,0.0,0.0,0.0,0.0
20190213:2210,0.0,0.0,0.0,0.0
20190213:2310,0.0,0.0,0.0,0.0
20190214:0010,0.0,0.0,0.0,0.0
20190214:0110,0.0,0.0,0.0,0.0
20190214:0210,0.0,0.0,0.0,0.0
20190214:0310,0.0,0.0,0.0,0.0
20190214:0410,0.0,0.0,0.0,0.0
20190214:0510,0.0,0.0,0.0,0.0
20190214:0610,0.0,0.0,0.0,0.0
20190214:0710,243.85,391.57,46.47,268.365
20190214:0810,434.04,687.57,63.79,468.24250000000006
20190214:0910,551.54,868.53,187.27,618.9675
20190214:1010,625.13,1001.5,377.93,751.515
20190214:1110,619.97,1013.57,534.43,795.385
20190214:1210,555.43,939.77,633.69,767.165
20190214:1310,445.2,810.4,677.84,685.96
20190214:1410,287.67,585.69,621.36,520.1025
20190214:1510,116.46,155.53,190.42,154.485
20190214:1610,20.8,18.07,19.14,19.02
20190214:1710,0.0,0.0,0.0,0.0
20190214:1810,0.0,0.0,0.0,0.0
20190214:1910,0.0,0.0,0.0,0.0
20190214:2010,0.0,0.0,0.0,0.0
20190214:2110,0.0,0.0,0.0,0.0
20190214:2210,0.0,0.0,0.0,0.0
20190214:2310,0.0,0.0,0.0,0.0
20190215:0010,0.0,0.0,0.0,0.0
20190215:0110,0.0,0.0,0.0,0.0
20190215:0210,0.0,0.0,0.0,0.0
20190215:0310,0.0,0.0,0.0,0.0
20190215:0410,0.0,0.0,0.0,0.0
20190215:0510,0.0,0.0,0.0,0.0
20190215:0610,0.0,0.0,0.0,0.0
20190215:0710,251.07,401.87,42.83,274.40999999999997
20190215:0810,419.56,653.54,73.81,450.11249999999995
20190215:0910,544.61,850.31,189.35,608.645
20190215:1010,617.08,980.98,375.57,738.6525
20190215:1110,616.9,1002.87,531.8,788.6099999999999
20190215:1210,551.81,928.19,628.7,759.2225000000001
20190215:1310,444.01,801.55,673.49,680.15
20190215:1410,290.11,596.12,635.89,529.56
20190215:1510,120.56,326.81,476.84,312.755
20190215:1610,22.79,19.79,20.96,20.8325
20190215:1710,0.0,0.0,0.0,0.0
20190215:1810,0.0,0.0,0.0,0.0
20190215:1910,0.0,0.0,0.0,0.0
20190215:2010,0.0,0.0,0.0,0.0
20190215:2110,0.0,0.0,0.0,0.0
20190215:2210,0.0,0.0,0.0,0.0
20190215:2310,0.0,0.0,0.0,0.0
20190216:0010,0.0,0.0,0.0,0.0
20190216:0110,0.0,0.0,0.0,0.0
20190216:0210,0.0,0.0,0.0,0.0
20190216:0310,0.0,0.0,0.0,0.0
20190216:0410,0.0,0.0,0.0,0.0
20190216:0510,0.0,0.0,0.0,0.0
20190216:0610,0.0,0.0,0.0,0.0
20190216:0710,255.29,400.87,50.12,276.7875
20190216:0810,442.2,687.8,70.16,471.99
20190216:0910,566.49,881.47,196.3,631.4325
20190216:1010,637.08,1007.1,388.98,760.065
20190216:1110,631.87,1019.18,545.63,803.9649999999999
20190216:1210,574.86,966.42,655.11,790.7025
20190216:1310,460.15,828.04,698.12,703.5875
20190216:1410,301.12,610.35,653.72,543.885
20190216:1510,125.96,348.97,515.15,334.76250000000005
20190216:1610,25.76,22.37,23.69,23.5475
20190216:1710,0.0,0.0,0.0,0.0
20190216:1810,0.0,0.0,0.0,0.0
20190216:1910,0.0,0.0,0.0,0.0
20190216:2010,0.0,0.0,0.0,0.0
20190216:2110,0.0,0.0,0.0,0.0
20190216:2210,0.0,0.0,0.0,0.0
20190216:2310,0.0,0.0,0.0,0.0
20190217:0010,0.0,0.0,0.0,0.0
20190217:0110,0.0,0.0,0.0,0.0
20190217:0210,0.0,0.0,0.0,0.0
20190217:0310,0.0,0.0,0.0,0.0
20190217:0410,0.0,0.0,0.0,0.0
20190217:0510,0.0,0.0,0.0,0.0
20190217:0610,0.0,0.0,0.0,0.0
20190217:0710,258.88,403.14,49.21,278.5925
20190217:0810,440.03,677.3,73.81,467.10999999999996
20190217:0910,566.76,875.67,199.56,629.415
20190217:1010,636.62,999.71,390.56,756.6500000000001
20190217:1110,634.79,1019.46,547.88,805.3975
20190217:1210,572.64,952.7,651.03,782.2675
20190217:1310,457.59,810.25,687.58,691.4175
20190217:1410,302.34,601.31,646.51,537.8675
20190217:1510,129.71,343.85,507.83,331.31
20190217:1610,27.74,24.09,25.51,25.3575
20190217:1710,0.0,0.0,0.0,0.0
20190217:1810,0.0,0.0,0.0,0.0
20190217:1910,0.0,0.0,0.0,0.0
20190217:2010,0.0,0.0,0.0,0.0
20190217:2110,0.0,0.0,0.0,0.0
20190217:2210,0.0,0.0,0.0,0.0
20190217:2310,0.0,0.0,0.0,0.0
20190218:0010,0.0,0.0,0.0,0.0
20190218:0110,0.0,0.0,0.0,0.0
20190218:0210,0.0,0.0,0.0,0.0
20190218:0310,0.0,0.0,0.0,0.0
20190218:0410,0.0,0.0,0.0,0.0
20190218:0510,0.0,0.0,0.0,0.0
20190218:0610,0.0,0.0,0.0,0.0
20190218:0710,261.36,402.51,50.12,279.125
20190218:0810,439.22,669.17,77.45,463.7525
20190218:0910,553.5,841.8,207.29,611.0975
20190218:1010,619.96,956.59,390.22,730.84
20190218:1110,633.72,1008.74,548.12,799.83
20190218:1210,565.25,926.11,640.28,764.4375
20190218:1310,459.94,807.24,688.35,690.6925
20190218:1410,304.24,594.05,641.15,533.3725
20190218:1510,132.11,355.69,531.38,343.7175
20190218:1610,23.78,20.65,21.87,21.7375
20190218:1710,0.0,0.0,0.0,0.0
20190218:1810,0.0,0.0,0.0,0.0
20190218:1910,0.0,0.0,0.0,0.0
20190218:2010,0.0,0.0,0.0,0.0
20190218:2110,0.0,0.0,0.0,0.0
20190218:2210,0.0,0.0,0.0,0.0
20190218:2310,0.0,0.0,0.0,0.0
20190219:0010,0.0,0.0,0.0,0.0
20190219:0110,0.0,0.0,0.0,0.0
20190219:0210,0.0,0.0,0.0,0.0
20190219:0310,0.0,0.0,0.0,0.0
