time,Residential,Industrial,Commercial
20190127:1710,1.7692,5.2291,11.7132
20190127:1810,1.8608,5.2407,12.3197
20190127:1910,1.8528,5.1059,12.2671
20190127:2010,1.7166,4.8536,11.3648
20190127:2110,1.593,4.6625,10.5467
20190127:2210,1.4801,4.4125,9.7991
20190127:2310,1.3431,4.3287,8.8921
20190128:0010,1.209,4.4029,8.0041
20190128:0110,1.1544,4.4807,7.6431
20190128:0210,1.1379,4.5566,7.5339
20190128:0310,1.1437,4.6723,7.5723
20190128:0410,1.1716,4.7699,7.7569
20190128:0510,1.2572,5.3325,8.3236
20190128:0610,1.4666,6.1203,9.7096
20190128:0710,1.8222,7.7078,12.0643
20190128:0810,2.2362,10.8458,14.8051
20190128:0910,2.6899,12.7817,17.8092
20190128:1010,2.9201,13.2044,19.3332
20190128:1110,2.9481,13.0734,19.5186
20190128:1210,2.9215,12.2434,19.342
20190128:1310,2.823,11.5654,18.6902
20190128:1410,2.782,12.359,18.4185
20190128:1510,2.6508,11.9267,17.5502
20190128:1610,2.5874,11.4752,17.1301
20190128:1710,2.5366,9.9686,16.7939
20190128:1810,2.4769,8.2313,16.3989
20190128:1910,2.2999,7.3337,15.2271
20190128:2010,1.9845,6.1475,13.139
20190128:2110,1.746,5.272,11.5598
20190128:2210,1.5665,4.8223,10.3715
20190128:2310,1.3812,4.5488,9.1444
20190129:0010,1.2114,4.6545,8.0201
20190129:0110,1.1485,4.6248,7.6039
20190129:0210,1.132,4.6723,7.4945
20190129:0310,1.136,4.7884,7.5211
20190129:0410,1.1677,4.9744,7.7306
20190129:0510,1.2464,5.344,8.2519
20190129:0610,1.4665,6.2621,9.709
20190129:0710,1.824,7.9271,12.0763
20190129:0810,2.2221,10.6896,14.7117
20190129:0910,2.6437,12.3089,17.5033
20190129:1010,2.8986,12.8279,19.1907
20190129:1110,2.9829,12.8936,19.749
20190129:1210,2.96,12.0871,19.5971
20190129:1310,2.8714,11.4622,19.0103
20190129:1410,2.8417,12.0666,18.8141
20190129:1510,2.6941,11.7268,17.8366
20190129:1610,2.5994,11.3542,17.21
20190129:1710,2.5803,9.6458,17.0831
20190129:1810,2.5638,8.2771,16.9743
20190129:1910,2.3587,7.2616,15.6164
20190129:2010,2.0527,6.0591,13.5905
20190129:2110,1.7941,5.3768,11.8779
20190129:2210,1.6113,4.7415,10.6679
20190129:2310,1.4144,4.5465,9.3643
20190130:0010,1.2353,4.5142,8.1783
20190130:0110,1.1586,4.5636,7.6704
20190130:0210,1.1238,4.5435,7.4402
20190130:0310,1.1253,4.6886,7.4504
20190130:0410,1.1507,4.8292,7.6181
20190130:0510,1.2299,5.2166,8.1426
20190130:0610,1.4386,6.0711,9.5244
20190130:0710,1.8092,7.8513,11.9781
20190130:0810,2.2048,10.606,14.5974
20190130:0910,2.631,12.4677,17.4187
20190130:1010,2.9147,13.0917,19.2974
20190130:1110,3.0472,13.2268,20.1743
20190130:1210,3.0606,12.6312,20.2633
20190130:1310,2.9993,11.8645,19.8576
20190130:1410,2.9866,12.5391,19.7732
20190130:1510,2.8161,12.3427,18.6447
20190130:1610,2.7,11.8026,17.8755
20190130:1710,2.6441,10.127,17.5059
20190130:1810,2.5895,8.4305,17.1443
20190130:1910,2.4118,7.2756,15.968
20190130:2010,2.0925,6.0833,13.8535
20190130:2110,1.8201,5.2658,12.0501
20190130:2210,1.6485,4.7289,10.914
20190130:2310,1.4599,4.5971,9.6654
20190131:0010,1.2827,4.5847,8.4924
20190131:0110,1.1932,4.5475,7.8999
20190131:0210,1.1717,4.5449,7.7577
20190131:0310,1.1656,4.6681,7.717
20190131:0410,1.1958,4.8001,7.9168
20190131:0510,1.266,5.2159,8.3817
20190131:0610,1.4745,6.1718,9.762
20190131:0710,1.8524,7.5914,12.2638
20190131:0810,2.2476,10.6127,14.8809
20190131:0910,2.673,12.5387,17.6971
20190131:1010,2.9923,13.0886,19.8109
20190131:1110,3.0973,12.972,20.5062
20190131:1210,3.0816,12.284,20.4021
20190131:1310,3.0297,11.7393,20.0587
20190131:1410,3.0194,12.2883,19.9901
20190131:1510,2.858,12.1349,18.9216
20190131:1610,2.755,11.9172,18.24
20190131:1710,2.7115,10.2151,17.9518
20190131:1810,2.6562,8.5161,17.5858
20190131:1910,2.456,7.4436,16.2605
20190131:2010,2.1342,6.0361,14.13
20190131:2110,1.8711,5.3895,12.3876
20190131:2210,1.6731,4.8698,11.077
20190131:2310,1.4815,4.6416,9.8084
20190201:0010,1.2991,4.6068,8.6008
20190201:0110,1.1923,4.6324,7.894
20190201:0210,1.1602,4.6028,7.6815
20190201:0310,1.1536,4.7034,7.6379
20190201:0410,1.1759,4.8824,7.7852
20190201:0510,1.2482,5.2129,8.2636
20190201:0610,1.4586,6.1064,9.6568
20190201:0710,1.8317,7.6543,12.1273
20190201:0810,2.2017,10.3856,14.5764
20190201:0910,2.637,12.2928,17.4587
20190201:1010,2.9201,12.6627,19.3332
20190201:1110,3.0576,12.9768,20.2432
20190201:1210,3.0928,12.1504,20.476
20190201:1310,3.0332,11.4466,20.0815
20190201:1410,3.0145,12.16,19.9582
20190201:1510,2.8631,11.7902,18.9553
20190201:1610,2.7496,11.2262,18.2042
20190201:1710,2.6754,9.6097,17.7128
20190201:1810,2.5958,8.122,17.1858
20190201:1910,2.4199,7.0877,16.0215
20190201:2010,2.1065,5.9338,13.9467
20190201:2110,1.8433,5.1182,12.2038
20190201:2210,1.6778,4.644,11.108
20190201:2310,1.5134,4.5149,10.02
20190202:0010,1.32,4.534,8.7393
20190202:0110,1.2061,4.4821,7.9851
20190202:0210,1.1708,4.5572,7.7516
20190202:0310,1.158,4.5259,7.667
20190202:0410,1.169,4.5768,7.7394
20190202:0510,1.2068,4.8662,7.9897
20190202:0610,1.3267,5.3247,8.7833
20190202:0710,1.5415,5.931,10.2057
20190202:0810,1.6921,6.4471,11.2026
20190202:0910,1.8683,6.7696,12.3694
20190202:1010,2.0675,6.9494,13.6883
20190202:1110,2.1651,6.9428,14.3346
20190202:1210,2.1541,6.6143,14.2614
20190202:1310,2.0849,6.1751,13.8037
20190202:1410,2.0367,5.8747,13.4842
20190202:1510,1.9515,5.779,12.9204
20190202:1610,1.9004,5.6425,12.5817
20190202:1710,1.9356,5.6258,12.8152
20190202:1810,2.0598,5.5063,13.637
20190202:1910,2.0338,5.3131,13.4648
20190202:2010,1.8905,4.8505,12.5163
20190202:2110,1.7243,4.5718,11.4159
20190202:2210,1.6183,4.2959,10.7141
20190202:2310,1.4825,4.1596,9.8151
20190203:0010,1.3175,4.1438,8.723
20190203:0110,1.1962,4.0841,7.9194
20190203:0210,1.1443,3.9649,7.576
20190203:0310,1.1273,4.001,7.4636
20190203:0410,1.1167,4.0057,7.3936
20190203:0510,1.1468,4.2207,7.5928
20190203:0610,1.2217,4.3916,8.0884
20190203:0710,1.3179,4.6497,8.7251
20190203:0810,1.4189,4.8556,9.394
20190203:0910,1.5253,5.0488,10.0987
20190203:1010,1.6971,5.3248,11.2359
20190203:1110,1.8191,5.2487,12.0435
20190203:1210,1.8658,5.1911,12.3526
20190203:1310,1.8227,5.0501,12.0678
20190203:1410,1.802,5.0849,11.9305
20190203:1510,1.7413,5.0342,11.5283
20190203:1610,1.6579,4.8927,10.9766
20190203:1710,1.6662,4.8976,11.0312
20190203:1810,1.7675,5.0398,11.7021
20190203:1910,1.7724,4.919,11.7341
20190203:2010,1.6584,4.7726,10.98
20190203:2110,1.5395,4.596,10.1923
20190203:2210,1.442,4.3575,9.5469
20190203:2310,1.3233,4.2474,8.7608
20190204:0010,1.1729,4.2739,7.7655
20190204:0110,1.1234,4.4383,7.4378
20190204:0210,1.1064,4.4441,7.3249
20190204:0310,1.1143,4.5084,7.3771
20190204:0410,1.1405,4.8064,7.5512
20190204:0510,1.2222,5.2077,8.0918
20190204:0610,1.4346,5.9812,9.4978
20190204:0710,1.7758,7.4725,11.7571
20190204:0810,2.1525,10.389,14.2509
20190204:0910,2.5597,12.3562,16.9471
20190204:1010,2.7907,12.47,18.4763
20190204:1110,2.857,12.4427,18.9155
20190204:1210,2.8319,11.8183,18.7492
20190204:1310,2.7612,11.1165,18.281
20190204:1410,2.7027,11.6554,17.8938
20190204:1510,2.5729,11.4161,17.0346
20190204:1610,2.4884,10.9091,16.4748
20190204:1710,2.4494,9.5449,16.2166
20190204:1810,2.4249,8.0807,16.0546
20190204:1910,2.2453,6.9665,14.8654
20190204:2010,1.9604,5.8517,12.9792
20190204:2110,1.7046,5.2524,11.2854
20190204:2210,1.5264,4.6815,10.1055
20190204:2310,1.3603,4.5668,9.0061
20190205:0010,1.1933,4.5196,7.9006
20190205:0110,1.1277,4.5544,7.4658
20190205:0210,1.1085,4.5437,7.3391
20190205:0310,1.1161,4.6288,7.3891
20190205:0410,1.145,4.7816,7.5809
20190205:0510,1.2231,5.322,8.0978
20190205:0610,1.4375,6.0398,9.5171
20190205:0710,1.791,7.5366,11.8577
20190205:0810,2.1527,10.5251,14.2526
20190205:0910,2.568,12.3774,17.0019
20190205:1010,2.8017,12.7932,18.5488
20190205:1110,2.8881,12.6364,19.121
20190205:1210,2.8578,11.8044,18.9205
20190205:1310,2.7739,11.0949,18.3652
20190205:1410,2.7517,11.6561,18.2182
20190205:1510,2.5992,11.4808,17.2087
20190205:1610,2.5091,11.0765,16.6118
20190205:1710,2.4631,9.5482,16.3072
20190205:1810,2.4809,8.0027,16.4249
20190205:1910,2.2898,6.9866,15.16
20190205:2010,2.0085,5.8643,13.2974
20190205:2110,1.7504,5.2881,11.5888
20190205:2210,1.5806,4.7181,10.4649
20190205:2310,1.3983,4.556,9.2578
20190206:0010,1.2179,4.5977,8.0634
20190206:0110,1.1397,4.6315,7.5459
20190206:0210,1.1131,4.611,7.3693
20190206:0310,1.1116,4.701,7.3594
20190206:0410,1.1393,4.873,7.5432
20190206:0510,1.2258,5.3719,8.1159
20190206:0610,1.4356,6.1263,9.5049
20190206:0710,1.7965,7.8054,11.894
20190206:0810,2.1567,10.5299,14.279
20190206:0910,2.5657,12.5268,16.9867
20190206:1010,2.7857,12.7336,18.4431
20190206:1110,2.8749,12.8233,19.0337
20190206:1210,2.8525,12.038,18.8852
20190206:1310,2.7537,11.1496,18.2311
20190206:1410,2.7156,11.9468,17.979
20190206:1510,2.5557,11.4616,16.9202
20190206:1610,2.4423,11.0365,16.1696
20190206:1710,2.418,9.4834,16.0086
20190206:1810,2.4233,8.0237,16.044
20190206:1910,2.2783,7.0093,15.084
20190206:2010,1.9952,5.9724,13.2096
20190206:2110,1.7511,5.1661,11.5934
20190206:2210,1.5851,4.6465,10.4947
20190206:2310,1.3928,4.439,9.2215
20190207:0010,1.2223,4.5767,8.0925
20190207:0110,1.1364,4.5188,7.5238
20190207:0210,1.1033,4.5413,7.3043
20190207:0310,1.1069,4.6,7.3285
20190207:0410,1.1299,4.7909,7.4805
20190207:0510,1.2125,5.2855,8.0276
20190207:0610,1.4191,6.0997,9.3954
20190207:0710,1.7885,7.8142,11.8412
20190207:0810,2.1489,10.5518,14.227
20190207:0910,2.5335,12.1059,16.7733
20190207:1010,2.7713,12.6702,18.3481
20190207:1110,2.8906,12.4808,19.1377
20190207:1210,2.9049,11.7481,19.2321
20190207:1310,2.8605,11.2673,18.9381
20190207:1410,2.8562,12.0263,18.9097
20190207:1510,2.7153,11.558,17.9772
20190207:1610,2.5764,11.1882,17.0572
20190207:1710,2.5365,9.6838,16.7935
20190207:1810,2.5202,8.2787,16.6854
20190207:1910,2.3477,7.0934,15.5435
20190207:2010,2.0539,5.9324,13.5979
20190207:2110,1.7904,5.1229,11.8534
20190207:2210,1.6092,4.7103,10.6539
20190207:2310,1.4128,4.5515,9.3535
20190208:0010,1.2298,4.6499,8.1423
20190208:0110,1.1453,4.5243,7.5827
20190208:0210,1.1136,4.531,7.3728
20190208:0310,1.1122,4.5802,7.3637
20190208:0410,1.1454,4.8438,7.5834
20190208:0510,1.2198,5.2983,8.0761
20190208:0610,1.4269,6.1353,9.4468
20190208:0710,1.7911,7.6128,11.858
20190208:0810,2.1363,10.2648,14.1435
20190208:0910,2.5297,11.957,16.7483
20190208:1010,2.7557,12.3368,18.2444
20190208:1110,2.8289,12.1382,18.729
20190208:1210,2.8101,11.2638,18.6046
20190208:1310,2.7175,10.62,17.9915
20190208:1410,2.6906,10.8322,17.8134
20190208:1510,2.5223,10.6297,16.6996
20190208:1610,2.4133,10.1825,15.9774
20190208:1710,2.3812,8.8502,15.7648
20190208:1810,2.3912,7.5348,15.8313
20190208:1910,2.2419,6.6806,14.843
20190208:2010,1.9639,5.603,13.0023
20190208:2110,1.7312,4.9067,11.4618
20190208:2210,1.5673,4.4953,10.3763
20190208:2310,1.4016,4.3946,9.2794
20190209:0010,1.2297,4.4146,8.1417
20190209:0110,1.1323,4.3854,7.4967
20190209:0210,1.0889,4.5249,7.2095
20190209:0310,1.0757,4.5239,7.1215
20190209:0410,1.0827,4.4992,7.1683
20190209:0510,1.1257,4.9148,7.4528
20190209:0610,1.2557,5.2671,8.3132
20190209:0710,1.4583,5.8161,9.6546
20190209:0810,1.6079,6.4012,10.6451
20190209:0910,1.7805,6.8005,11.7878
20190209:1010,1.9592,6.7995,12.9709
20190209:1110,2.0225,6.6905,13.39
20190209:1210,2.0115,6.2945,13.3176
20190209:1310,1.941,5.7342,12.8509
20190209:1410,1.8664,5.5406,12.3568
20190209:1510,1.8058,5.4429,11.9554
20190209:1610,1.73,5.357,11.4535
20190209:1710,1.7569,5.1824,11.6316
20190209:1810,1.8898,5.2394,12.5119
20190209:1910,1.895,5.002,12.546
20190209:2010,1.7628,4.6594,11.6706
20190209:2110,1.6243,4.3724,10.7536
20190209:2210,1.5235,4.14,10.0867
20190209:2310,1.3944,4.0624,9.2318
20190210:0010,1.2306,3.9661,8.1476
20190210:0110,1.1201,3.9522,7.4157
20190210:0210,1.0686,3.8867,7.0752
20190210:0310,1.0505,3.9253,6.9548
20190210:0410,1.0491,3.9517,6.946
20190210:0510,1.0685,4.0917,7.074
20190210:0610,1.1422,4.3519,7.5619
20190210:0710,1.2409,4.5749,8.2154
20190210:0810,1.3415,4.6789,8.8817
20190210:0910,1.4448,4.9341,9.5654
20190210:1010,1.6185,5.1858,10.7158
20190210:1110,1.7269,5.1979,11.4329
20190210:1210,1.774,5.1461,11.7451
20190210:1310,1.7718,5.1066,11.7305
20190210:1410,1.7445,5.0359,11.5498
20190210:1510,1.6819,5.0005,11.1354
20190210:1610,1.637,4.9206,10.8382
20190210:1710,1.6536,4.8444,10.9478
20190210:1810,1.7366,4.9952,11.4977
20190210:1910,1.7304,4.8526,11.4562
20190210:2010,1.6215,4.5915,10.7355
20190210:2110,1.5088,4.4399,9.9889
20190210:2210,1.4029,4.2507,9.2878
20190210:2310,1.2886,4.2278,8.5315
20190211:0010,1.1591,4.2869,7.6742
20190211:0110,1.0995,4.3144,7.2797
20190211:0210,1.0784,4.3763,7.1394
20190211:0310,1.0866,4.4304,7.1938
20190211:0410,1.1156,4.7221,7.386
20190211:0510,1.2006,5.1097,7.949
20190211:0610,1.4009,5.8387,9.2751
20190211:0710,1.7323,7.5859,11.4692
20190211:0810,2.0765,10.2092,13.748
20190211:0910,2.4734,11.8469,16.3756
20190211:1010,2.6799,12.2141,17.743
20190211:1110,2.7695,12.2622,18.3359
20190211:1210,2.7442,11.5597,18.1683
20190211:1310,2.674,11.033,17.7039
20190211:1410,2.6339,11.5674,17.438
20190211:1510,2.5339,11.4507,16.776
20190211:1610,2.4492,10.9959,16.2155
20190211:1710,2.4173,9.6948,16.0038
20190211:1810,2.3976,8.1632,15.8739
20190211:1910,2.2165,7.0801,14.6747
20190211:2010,1.9374,5.9751,12.8266
20190211:2110,1.6972,5.1709,11.2366
20190211:2210,1.5088,4.6224,9.989
20190211:2310,1.3463,4.4976,8.9136
20190212:0010,1.1861,4.5141,7.8526
20190212:0110,1.1086,4.4748,7.3398
20190212:0210,1.0773,4.4873,7.1328
20190212:0310,1.0802,4.5322,7.1516
20190212:0410,1.1053,4.7118,7.3176
20190212:0510,1.1753,5.1998,7.7814
20190212:0610,1.3908,6.0953,9.2077
20190212:0710,1.7262,7.4998,11.4285
20190212:0810,2.0611,10.1242,13.6459
20190212:0910,2.4266,11.5925,16.0659
20190212:1010,2.6628,11.9729,17.6296
20190212:1110,2.7323,12.0698,18.0898
20190212:1210,2.71,11.3689,17.9417
20190212:1310,2.6277,10.8569,17.3973
20190212:1410,2.5972,11.4952,17.1955
20190212:1510,2.4591,11.0503,16.2807
20190212:1610,2.3561,10.5791,15.5989
20190212:1710,2.3309,9.163,15.432
20190212:1810,2.3476,7.96,15.5428
20190212:1910,2.1874,6.8827,14.4818
20190212:2010,1.9291,5.7366,12.7722
20190212:2110,1.693,5.0329,11.209
20190212:2210,1.533,4.6053,10.1492
20190212:2310,1.3397,4.3813,8.8695
20190213:0010,1.175,4.4135,7.779
20190213:0110,1.0858,4.4312,7.1884
20190213:0210,1.0591,4.4368,7.0116
20190213:0310,1.0611,4.491,7.0252
20190213:0410,1.0801,4.6994,7.1511
20190213:0510,1.1528,5.2036,7.6326
20190213:0610,1.3695,6.0179,9.0671
20190213:0710,1.7191,7.608,11.3814
20190213:0810,2.0325,10.1128,13.4567
20190213:0910,2.4109,11.7332,15.962
20190213:1010,2.638,11.9479,17.4653
20190213:1110,2.7422,11.9769,18.1552
20190213:1210,2.7325,11.443,18.0908
20190213:1310,2.6581,10.6848,17.5984
20190213:1410,2.6147,11.428,17.3113
20190213:1510,2.4756,11.2833,16.39
20190213:1610,2.3718,10.7151,15.7028
20190213:1710,2.3509,9.092,15.5645
20190213:1810,2.361,7.9492,15.6311
20190213:1910,2.2166,6.9557,14.6753
20190213:2010,1.9522,5.875,12.9249
20190213:2110,1.698,5.1532,11.2418
20190213:2210,1.5405,4.6955,10.1994
20190213:2310,1.3541,4.4756,8.9654
20190214:0010,1.188,4.5263,7.8652
20190214:0110,1.0936,4.5893,7.2403
20190214:0210,1.0665,4.4632,7.0607
20190214:0310,1.059,4.5268,7.0115
20190214:0410,1.0891,4.8056,7.2105
20190214:0510,1.1678,5.3202,7.7314
20190214:0610,1.3786,6.0047,9.1275
20190214:0710,1.7235,7.7626,11.4104
20190214:0810,2.0634,10.3932,13.6608
20190214:0910,2.4416,11.9717,16.165
20190214:1010,2.663,12.0634,17.6309
20190214:1110,2.7525,12.1441,18.2233
20190214:1210,2.7515,11.3378,18.2165
20190214:1310,2.6589,10.8524,17.6035
20190214:1410,2.6103,11.4297,17.2821
20190214:1510,2.4811,10.9605,16.4265
20190214:1610,2.3755,10.4724,15.7274
20190214:1710,2.3368,8.9717,15.4712
20190214:1810,2.3544,7.7399,15.588
20190214:1910,2.2081,6.7773,14.619
20190214:2010,1.9447,5.7161,12.8754
20190214:2110,1.7141,5.0777,11.3487
20190214:2210,1.5557,4.6089,10.2994
20190214:2310,1.3838,4.4614,9.1615
20190215:0010,1.2071,4.46,7.9918
20190215:0110,1.1057,4.4184,7.3202
20190215:0210,1.0636,4.4718,7.0417
20190215:0310,1.0573,4.4909,6.9998
20190215:0410,1.0777,4.6701,7.1349
20190215:0510,1.1539,5.1483,7.6394
20190215:0610,1.3566,5.8678,8.9814
20190215:0710,1.6846,7.4699,11.153
20190215:0810,2.0129,10.0051,13.3264
20190215:0910,2.3819,11.587,15.7698
20190215:1010,2.6,12.1397,17.2135
20190215:1110,2.7017,11.6318,17.8869
20190215:1210,2.6744,10.9404,17.7063
20190215:1310,2.5923,10.2077,17.1628
20190215:1410,2.5476,10.767,16.8669
20190215:1510,2.4,10.3688,15.8897
20190215:1610,2.296,9.9212,15.2012
20190215:1710,2.2471,8.4108,14.877
20190215:1810,2.2601,7.2597,14.9636
20190215:1910,2.1407,6.5179,14.1728
20190215:2010,1.8804,5.4454,12.4494
20190215:2110,1.663,4.8123,11.0102
20190215:2210,1.5104,4.3785,9.9996
20190215:2310,1.3545,4.2275,8.9679
20190216:0010,1.1801,4.28,7.8128
20190216:0110,1.0889,4.2567,7.2093
20190216:0210,1.0475,4.3419,6.935
20190216:0310,1.0336,4.4182,6.8429
20190216:0410,1.0487,4.4685,6.9428
20190216:0510,1.0871,4.7228,7.1975
20190216:0610,1.2032,5.1189,7.9662
20190216:0710,1.3861,5.7109,9.1768
20190216:0810,1.5354,6.3507,10.1651
20190216:0910,1.7226,6.5844,11.4045
20190216:1010,1.8683,6.8195,12.3692
20190216:1110,1.9559,6.571,12.9492
20190216:1210,1.9551,6.2795,12.9443
20190216:1310,1.8564,5.7297,12.2908
20190216:1410,1.8055,5.4401,11.9539
20190216:1510,1.7237,5.3223,11.4122
20190216:1610,1.6643,5.2413,11.0185
20190216:1710,1.6598,5.0766,10.9886
20190216:1810,1.8044,5.1179,11.9465
20190216:1910,1.8006,4.8914,11.9211
20190216:2010,1.697,4.4779,11.2353
20190216:2110,1.5743,4.2917,10.4232
20190216:2210,1.4745,4.0864,9.7623
20190216:2310,1.3484,3.936,8.9274
20190217:0010,1.2007,3.8837,7.9491
20190217:0110,1.0974,3.8565,7.2654
20190217:0210,1.0488,3.7852,6.9438
20190217:0310,1.0207,3.8594,6.7576
20190217:0410,1.0243,3.8378,6.7816
20190217:0510,1.0442,4.0177,6.9131
20190217:0610,1.1199,4.2165,7.4147
20190217:0710,1.2141,4.5042,8.0381
20190217:0810,1.3043,4.6483,8.6353
20190217:0910,1.4201,4.8115,9.402
20190217:1010,1.5783,5.0653,10.4493
20190217:1110,1.6713,4.9965,11.0654
20190217:1210,1.6753,4.9394,11.0913
20190217:1310,1.6212,4.8274,10.7335
20190217:1410,1.5908,4.7788,10.5321
20190217:1510,1.532,4.669,10.1431
20190217:1610,1.466,4.6485,9.7059
20190217:1710,1.4804,4.5815,9.8014
20190217:1810,1.5866,4.6575,10.504
20190217:1910,1.6059,4.6144,10.6323
20190217:2010,1.514,4.3887,10.0238
20190217:2110,1.4139,4.3106,9.3608
20190217:2210,1.3318,4.2127,8.8173
20190217:2310,1.2066,4.0905,7.9888
20190218:0010,1.0912,4.1005,7.2242
20190218:0110,1.0378,4.2951,6.871
20190218:0210,1.0174,4.3161,6.7356
20190218:0310,1.0214,4.3277,6.762
20190218:0410,1.0521,4.6468,6.9653
20190218:0510,1.1301,4.9467,7.4818
20190218:0610,1.3302,5.6607,8.8068
20190218:0710,1.6301,7.2138,10.7926
20190218:0810,1.9498,10.1126,12.9089
20190218:0910,2.3057,11.5298,15.2653
20190218:1010,2.541,11.8169,16.8232
20190218:1110,2.6243,12.1453,17.3748
20190218:1210,2.605,11.1997,17.2465
20190218:1310,2.5224,10.5105,16.6999
20190218:1410,2.4854,11.0831,16.455
20190218:1510,2.3611,11.0331,15.6319
20190218:1610,2.2813,10.5067,15.1037
20190218:1710,2.2376,9.026,14.8144
20190218:1810,2.2241,7.544,14.7251
20190218:1910,2.0789,6.6287,13.7636
20190218:2010,1.8312,5.6378,12.1234
20190218:2110,1.6176,5.0132,10.7092
20190218:2210,1.4483,4.6219,9.5885
20190218:2310,1.2769,4.427,8.4537
20190219:0010,1.1284,4.4435,7.4704
20190219:0110,1.0555,4.4439,6.9879
20190219:0210,1.0265,4.4184,6.7962
20190219:0310,1.0276,4.4336,6.8033
20190219:0410,1.051,4.6439,6.9584
20190219:0510,1.1245,5.0419,7.4447
20190219:0610,1.3183,5.9154,8.7277
20190219:0710,1.6485,7.4126,10.9138
20190219:0810,1.9552,9.9477,12.9446
20190219:0910,2.3366,11.3513,15.4697
20190219:1010,2.558,11.8687,16.9356
20190219:1110,2.6386,11.8567,17.4694
20190219:1210,2.6157,10.9829,17.318
20190219:1310,2.5506,10.4477,16.887
20190219:1410,2.5352,11.1854,16.7847
20190219:1510,2.385,10.6417,15.7899
20190219:1610,2.2998,10.4499,15.2263
20190219:1710,2.2771,8.8356,15.0757
20190219:1810,2.287,7.5653,15.1416
20190219:1910,2.1498,6.8496,14.2332
20190219:2010,1.8877,5.7658,12.4977
20190219:2110,1.6532,5.0813,10.9456
20190219:2210,1.49,4.5608,9.8648
20190219:2310,1.3029,4.3862,8.6262
20190220:0010,1.1464,4.3321,7.5901
20190220:0110,1.0569,4.35,6.9975
20190220:0210,1.0274,4.3736,6.8021
20190220:0310,1.023,4.3313,6.7732
20190220:0410,1.0431,4.5813,6.9062
20190220:0510,1.1215,5.0392,7.4248
20190220:0610,1.3293,5.7858,8.8009
20190220:0710,1.6698,7.3918,11.0555
20190220:0810,1.9935,10.0911,13.1982
20190220:0910,2.3563,11.7729,15.6001
20190220:1010,2.6142,11.9941,17.3075
20190220:1110,2.7006,12.0922,17.8799
20190220:1210,2.6877,11.2539,17.7945
20190220:1310,2.5892,10.7946,17.1424
20190220:1410,2.5623,11.229,16.9639
20190220:1510,2.4342,10.7454,16.1163
20190220:1610,2.3374,10.3688,15.4751
20190220:1710,2.2814,9.0592,15.1044
20190220:1810,2.286,7.8756,15.1349
20190220:1910,2.1594,6.8047,14.2968
20190220:2010,1.9089,5.7131,12.6381
20190220:2110,1.6744,4.9438,11.0854
20190220:2210,1.5172,4.5701,10.0446
20190220:2310,1.3406,4.3909,8.8756
20190221:0010,1.1659,4.4337,7.7192
20190221:0110,1.0748,4.451,7.1157
20190221:0210,1.0405,4.4001,6.889
20190221:0310,1.0402,4.4383,6.887
20190221:0410,1.0572,4.6999,6.9996
20190221:0510,1.134,5.0403,7.5075
20190221:0610,1.333,5.8143,8.8255
20190221:0710,1.6659,7.3433,11.029
20190221:0810,1.9821,9.9714,13.1228
20190221:0910,2.3617,11.3237,15.6358
20190221:1010,2.5663,11.8029,16.9908
20190221:1110,2.6581,11.7453,17.5986
20190221:1210,2.6438,11.03,17.5034
20190221:1310,2.5808,10.5486,17.0864
20190221:1410,2.5383,10.9225,16.8053
20190221:1510,2.3927,10.7247,15.8413
20190221:1610,2.3042,10.5482,15.2551
20190221:1710,2.2989,9.0093,15.2205
20190221:1810,2.2813,7.6867,15.1037
20190221:1910,2.1679,6.6789,14.3526
20190221:2010,1.9166,5.6271,12.6894
20190221:2110,1.6932,5.0161,11.2101
20190221:2210,1.5123,4.6141,10.0126
20190221:2310,1.3313,4.4417,8.8143
20190222:0010,1.1701,4.4223,7.7466
20190222:0110,1.0747,4.316,7.1149
20190222:0210,1.0374,4.287,6.8682
20190222:0310,1.0312,4.3745,6.8274
20190222:0410,1.0525,4.5901,6.9681
20190222:0510,1.1297,5.0529,7.4794
20190222:0610,1.3234,5.8117,8.7619
20190222:0710,1.6491,7.3454,10.9184
20190222:0810,1.965,9.9029,13.0096
20190222:0910,2.321,11.2963,15.3665
20190222:1010,2.5395,11.6248,16.8133
20190222:1110,2.6137,11.6396,17.3044
20190222:1210,2.591,10.6625,17.1543
20190222:1310,2.4891,9.9276,16.4795
20190222:1410,2.4588,10.5044,16.2788
20190222:1510,2.3212,10.041,15.3679
20190222:1610,2.2176,9.6316,14.6821
20190222:1710,2.1655,8.3279,14.3371
